Dialogue_ID,Utterance_ID,Response
844,11,It's okay to feel scared; this city can be overwhelming.
844,12,"It's okay to feel that way, Ted; it's a big city."
844,13,"I think we can all relate to that feeling, Ted."
844,14,"Well, Andrew, you're not alone in that feeling."
844,15,I'm Ross!
844,16,"Oh, honey, I hear you."
844,17,And I'm really sorry to hear that.
844,18,"It's nice to meet you, Scott."
844,19,"I'm Barry, and I'm just happy to be here."
844,20,"Oh, Scott, that must be so difficult."
845,0,"No problem, I'm happy to see you."
845,1,I'm glad you're excited to get started!
845,2,I'm glad you're feeling that way.
845,3,I'm excited to see what we can do together!
845,4,I know we can do this together.
845,5,"Oh, you want to celebrate already?"
845,6,You can call me Ace.
845,7,"It's alright, Bing; everyone makes mistakes."
845,8,I'm glad you thought so.
845,9,"Well, I'm glad we can share a laugh."
845,10,It sounds like you're really trying to build a good atmosphere.
845,11,I'm glad to be here.
846,0,I'm worried about that.
846,1,I can only imagine how surprised you must have been.
846,2,"Oh wow, that must be a surprise."
846,3,I can see how that might feel a bit unusual.
846,4,"Ouch, that must have stung."
847,0,"I know, right?"
847,1,I can tell you're feeling flustered.
847,2,I'm going to miss you too.
847,3,"I know, it's hard to say goodbye."
847,4,"I know, it's kind of silly, isn't it?"
847,5,"I know, it's hard to let go."
848,0,"Rachel? Wow, hey."
848,1,"Oh, Rachel, that sounds tough."
848,2,"Oh, Rach, I didn't mean to make things worse."
848,3,What is it?
848,4,"I am so sorry, Rachel."
848,5,I wouldn't say that.
848,6,"I'm so sorry, Rachel."
848,7,I... I'm so sorry.
848,8,I can't believe this is happening.
848,9,"I'm so sorry, Ross."
848,10,"Oh, Rach."
848,11,"I'm so sorry, Rachel."
849,0,That's fantastic news!
849,1,I'm so excited for you!
849,2,"Oh wow, that must be such a relief!"
849,3,"Oh, wow, that must have been so nerve-wracking!"
849,4,"Wow, that must feel pretty intimidating."
849,5,"You're feeling confident about this, aren't you?"
849,6,I bet you're feeling pretty confident right now!
849,7,"You're right, you're totally ready for this."
849,8,That would be amazing!
849,9,"Yeah, I guess that's a little disappointing."
849,10,"Ouch, that stings a little, doesn't it?"
849,11,"I'm sorry, I didn't mean to hurt your feelings."
850,0,I'm so glad you think so.
850,1,"I understand, that's frustrating."
850,2,That sounds incredibly stressful.
850,3,"Oh no, that's terrible timing."
850,4,"I'm so sorry, that's awful timing."
850,5,"Yes, I do."
850,6,I'm so ready!
851,0,"That sounds really tough, I'm sorry to hear that."
851,1,"No, a friend."
851,2,"Oh, that's tough."
851,3,"Oh, I see."
851,4,"It must be hard, having to navigate this alone."
851,5,Kristen.
851,6,"It's nice to finally meet you, Kristen."
851,7,"So, what are you working on right now?"
851,8,"Yeah, just a few blocks over."
851,9,That's cool.
851,10,That's great!
851,11,"Oh, nice!"
851,12,Okay.
851,13,"Oh no, that's awful!"
851,14,That's a pretty rough way to start your day.
851,15,"Wow, that's really forward, but also kind of sweet."
851,16,"Oh, that's too bad."
851,17,"I'm really sorry, but I can't."
851,18,"Okay, just around the corner."
851,19,I can manage.
851,20,"Great, thanks!"
852,0,Hey.
852,1,What's on your mind?
852,2,I know this is hard.
852,3,I understand; it's okay.
852,4,It sounds like you were really caught up in the moment.
852,5,I understand that must be hard to hear.
852,6,I understand this is hard to hear.
852,7,That must be really hard.
852,8,"I know, and that's not fair to you."
853,0,"Oh, that must be a lot to handle."
853,1,I'm sorry if that makes you feel like I'm not there for you.
853,2,I understand you feel bad about that.
853,3,I understand you're still really upset.
853,4,I'm still really shaken up.
853,5,"That's awful, I'm so sorry to hear that."
853,6,I understand that you are upset.
853,7,"I’m so sorry, that really sucks."
853,8,I can't believe this is happening right now.
853,9,I understand you're frustrated.
853,10,Because I need to get back home.
853,11,I hear you.
853,12,I'm just really disappointed.
853,13,"I just want to see you happy, too."
853,14,I'm just trying to make you happy.
854,0,I understand why you're feeling so hurt right now.
854,1,But what?
854,2,"I know I messed up, and I'm truly sorry."
854,3,"You’re hurting, aren’t you?"
854,4,"Oh, Joey, I am so sorry you had to find out this way."
854,5,I'm here if you need to talk.
855,0,"Oh, what is it?"
855,1,I understand that concern.
855,2,That must be a relief to hear.
855,3,"Okay, I understand."
855,4,I understand this is a big decision for you.
855,5,I understand that must be frustrating.
855,6,I understand that can be frustrating.
855,7,That must have been really frustrating.
856,0,Hey.
856,1,"It was awful, I completely bombed."
856,2,"Oh, man, I'm so sorry to hear that."
856,3,I don't know... I thought I nailed it.
856,4,"Oh man, that really sucks to hear."
857,0,I understand.
857,1,That must be so frustrating and painful.
857,2,That sounds like a really difficult decision to make.
857,3,Good.
857,4,It’s okay to feel tired.
857,5,I understand.
857,6,"Of course, we can stay."
857,7,"Oh, okay, I understand."
857,8,I can see this is difficult.
857,9,I guess we could stay a little while longer.
857,10,That's really nice of you.
857,11,"Oh, I'm so sorry, I didn't mean to make you uncomfortable."
858,0,"Yeah, I can see why that would be a bummer."
858,1,"I know, I'm just messing around."
858,2,"Right, you do."
858,3,I can see why you'd be curious about that.
858,4,I can imagine.
858,5,I'm so glad you enjoyed it!
858,6,That must be disappointing.
858,7,"Yeah, that makes sense."
858,8,I understand why that would be reassuring.
858,9,That must be a pretty unsettling thought.
858,10,"Yeah, I can see how that would be a little unsettling."
858,11,I can see why you'd be feeling insecure.
858,12,"I'm sorry, that must feel disappointing."
858,13,"I'm sorry, that must be a hard truth to face."
859,0,"Oh, hey Phoebe. What's up?"
859,1,"Oh, Ursula, I didn't mean to upset you."
859,2,"Nothing, just the usual, you know, the crushing weight of existence."
859,3,"Oh, wow, that's… a lot."
860,0,I can only imagine how uncomfortable that must have made you feel.
860,1,I'm sorry if I made you uncomfortable.
860,2,"I'm sorry, I didn't mean to make you uncomfortable."
860,3,I understand you feel a strong connection.
860,4,"I understand, starting over can feel like a fresh start."
860,5,"I understand, let's try that."
860,6,I understand wanting to start fresh.
860,7,I'm ready when you are.
860,8,"Oh, wow."
860,9,"Oh, wow, that must be a difficult thing to hear."
860,10,"Oh, wow, that must be incredibly frustrating."
860,11,I can only imagine how disheartening that must be.
860,12,"Wow, that's a lot to process."
860,13,"Yes, I do."
860,14,I can see how that would make you feel proud.
860,15,That must feel like a lot to carry.
861,0,She's really struggling right now.
861,1,I'm so incredibly sorry to hear that.
861,2,"I'm… I'm not doing well, honey."
861,3,I haven't had time to think about it.
861,4,It's just...long.
861,5,I just haven't had time to get it cut.
861,6,Okay.
861,7,I just wanted to see you.
861,8,"I know, it's a lot right now."
861,9,I just don't know how to feel right now.
861,10,It must be overwhelming to think about all of that right now.
861,11,"It's a lot to think about, isn't it?"
861,12,"It's all just too much, isn't it?"
861,13,"I know, it's a lot to process."
861,14,"I know, it's a lot to take in."
861,15,Tell me.
861,16,"Yeah, those were the best."
861,17,"Yeah, she always had a stash."
861,18,"I know, right?"
862,0,Perhaps.
862,1,I know it feels like that right now.
862,2,"I'm sorry, I wasn't being clear."
862,3,"I'm sorry, I'm not following."
863,0,That sounds like a really gentle way to say goodbye.
863,1,"Oh, I can imagine that must be tough."
863,2,That must be so hard for the pet owners.
863,3,"Oh, honey, that's a tough image."
863,4,"It's a comforting thought, isn't it?"
863,5,"Yeah, I get that."
863,6,"Oh, Ronni, honey, come on in."
863,7,"What's wrong, Dad?"
864,0,I can see this is a big decision for you.
864,1,"I understand, you're feeling overwhelmed."
864,2,That sounds like it could be a little overwhelming.
864,3,"Oh, that's so incredibly kind of you to offer."
864,4,I'm just trying to be nice.
865,0,"Okay, I see it."
865,1,"Hi, I'm so nervous right now!"
865,2,"I'm Chandler Bing, and I'm with Monica."
865,3,"Oh, wow, that must feel really disappointing."
865,4,I understand how frustrating that must be.
865,5,I'm a friend of the bride.
865,6,I can't believe they didn't invite you.
866,0,I know this must be difficult.
866,1,I'm nervous too.
866,2,I can understand why you're feeling so strongly about this.
866,3,I understand this isn't what you want.
866,4,I understand you have a lot on your mind right now.
866,5,"This is important to you, isn't it?"
866,6,I understand this is overwhelming.
866,7,I can see how much this means to you.
866,8,I understand your worry.
866,9,I can't believe you're still doubting it.
866,10,I understand that must feel really disappointing.
867,0,"Okay, I'm here."
867,1,Oh? What's wrong?
867,2,I'm bracing myself.
867,3,"Oh no, what happened?"
867,4,"He did, and it was terrible!"
867,5,"Oh, no!"
867,6,You must be so frustrated!
867,7,"I understand, it's frustrating when they pick up things like that."
868,0,I understand that you're feeling really frustrated right now.
868,1,I understand how frustrating that must be.
868,2,How would I even begin to cope?
868,3,I understand this must be upsetting for you.
869,0,I can see why you're so enthusiastic.
869,1,"He just *is*, okay?"
869,2,I'm just not understanding.
869,3,That sounds like a really thoughtful approach.
869,4,That sounds incredibly frustrating.
869,5,It sounds like you're feeling really stuck and worried.
869,6,I understand this feels really frustrating right now.
869,7,I understand how frustrating this must be.
869,8,It sounds like you're really feeling stuck and unsure what to do.
869,9,I can see how frustrating this must be.
869,10,It's frustrating to feel like you're losing out.
869,11,"It's a truly awful feeling, isn't it?"
869,12,I know how much this hurts.
869,13,"It's a terrible feeling, isn't it?"
869,14,I can only imagine how terrible that would feel.
869,15,I can see how much this is stressing you out.
869,16,"It really does feel like it's never going to end, doesn't it?"
869,17,It sounds like you're really feeling the weight of this situation.
870,0,That sounds like a lot of work.
870,1,I'm glad you're excited!
870,2,"Oh, wow, that's a pretty small group so far."
870,3,I'm glad you're in.
870,4,"I understand, I'm a little apprehensive too."
870,5,"Okay, I can see why you'd want to keep it focused."
870,6,I'm glad you're excited about this!
870,7,Just discussing the party.
871,0,That's a fun idea!
871,1,"I'm just saying, it'd be a cool nod."
871,2,It sounds like you really have a soft spot for Chandler.
871,3,"Yeah, that's a really good point."
871,4,It sounds like you really love Chandler.
871,5,It sounds like you're really attached to the idea of Joey.
871,6,It sounds like you really love Joey.
871,7,"I'm just saying, it's your kid, it's your choice."
871,8,That sounds like a really special way to honor your loved ones.
871,9,That sounds like you're feeling a little conflicted.
871,10,"Oh, honey, I'm so sorry, I didn't know."
872,0,It must have been so hard for them.
872,1,It sounds like you're really shocked by the situation.
872,2,That must have been incredibly humiliating.
872,3,"I'm just saying, it must be hard for her."
872,4,You seem really upset by this.
872,5,I can see you're upset.
872,6,I'm just trying to understand.
872,7,It sounds like you're really proud of her.
872,8,It sounds like you're remembering some tough times.
872,9,"I just wanted to be left alone, too."
873,0,"Oh, that sounds like a lot of work."
873,1,Hi there.
873,2,"Hey, how are you doing?"
873,3,I'm all ears.
873,4,"I'm sorry, that's a lot of money."
873,5,"That's a lot to process all at once, I can imagine."
874,0,I just feel so lost and confused right now.
874,1,"Oh no, what happened with the bag?"
874,2,"I know, it's frustrating when something like that happens."
874,3,"I'm so sorry, that sounds really frustrating."
874,4,"I know it's hard, but maybe you're right."
874,5,"I understand, it's hard to let go of something you care about."
874,6,I know how much that bag means to you.
874,7,"I'm so sorry, Joey."
874,8,"It's okay, it's hard when you feel like you're being told to let go of something important."
874,9,I know how much you love that bag.
874,10,It sounds like you're really attached to it.
874,11,"I know, it's gotta be frustrating."
874,12,"I'm so sorry, Joey."
874,13,"I'm here for you, Joey."
874,14,"It's just so frustrating when people don't understand, isn't it?"
874,15,"I'm sorry, Joey, I didn't mean to hurt your feelings."
875,0,"Oh, I'm so relieved to hear that."
875,1,I hope you like it here.
875,2,That must be difficult to hear.
875,3,I understand your concern.
875,4,"Oh, no, not again."
875,5,"I know, it's frustrating."
875,6,That's incredibly frustrating.
875,7,"I know, I'm just trying to make this right."
875,8,I can tell you're feeling frustrated.
875,9,I understand this is frustrating.
875,10,This is so frustrating.
876,0,"Whoa, it sounds like you're really frustrated."
876,1,I understand your frustration.
876,2,"Yeah, you definitely did."
877,0,Hey there.
877,1,"Oh, no, is everything okay?"
877,2,That's really sweet of you to say.
877,3,Me too.
877,4,"I'm excited, too!"
878,0,Hey there.
878,1,What's up?
878,2,"Not really, no."
878,3,That sounds like a huge relief.
879,0,"Yes, of course, what's on your mind?"
879,1,I'm just feeling really overwhelmed right now.
879,2,"Oh wow, that sounds overwhelming."
880,0,"Yes, really."
880,1,"I am so sorry, I would never do that."
880,2,It's just that I wasn't ready for everyone to know yet.
881,0,I understand that's important to you.
882,0,It just feels like everything is crashing down around me.
883,0,I understand; it can be hard to share.
883,1,I just feel so embarrassed.
883,2,I'm listening.
883,3,"It's okay, take your time."
883,4,"It's alright, take your time."
883,5,I'm listening.
883,6,"Oh, wow."
883,7,"Oh, I’m sorry."
884,0,"Thank you, I really appreciate it."
884,1,"Okay, sounds good."
884,2,I'm glad we're on the same page!
884,3,It was just a friend.
884,4,"Oh, wow."
884,5,"Yeah, it's been a tough time."
884,6,Oh.
884,7,I can see why you're surprised.
884,8,"Oh, wow, that's a lot to take in!"
884,9,"Yeah, I just said that."
884,10,I can't believe this is happening.
884,11,I can see why you might think that.
884,12,It sounds like you're feeling pretty lost and confused right now.
884,13,I guess I can understand why you'd be concerned.
884,14,"I’m sorry, it sounds like you’re really feeling conflicted right now."
884,15,I just... I want you to be happy.
884,16,I’m just worried you’re going to get hurt.
884,17,I understand it can be confusing when things aren't straightforward.
885,0,I'm so sorry you feel invisible.
885,1,I feel like you're really struggling right now.
885,2,It sounds like you're feeling really conflicted right now.
885,3,I just don't know if I can.
885,4,I'm just trying to help.
886,0,Hey there.
886,1,How are you doing?
886,2,Of course!
886,3,"Oh, I see."
886,4,"Oh, wow, sounds like you're feeling a bit overwhelmed."
886,5,I'm feeling a little lost right now.
886,6,I get that it's tough to resist.
886,7,"I know, it's a tough position to be in."
886,8,Hey!
886,9,Are you okay?
886,10,Just a little something to take the edge off.
886,11,I'm intrigued.
886,12,That sounds incredibly frustrating.
886,13,That sounds frustrating.
886,14,"Oh, wow, that sounds frustrating."
886,15,"Oh, that must have been a shock."
886,16,"No, they didn’t."
886,17,That sounds so frustrating.
886,20,"I know, it's frustrating."
886,21,"Oh, so this is about your plan, huh?"
886,22,"You're really excited about this, aren't you?"
887,0,I understand.
887,1,I don't know.
887,2,That sounds incredibly frustrating and disheartening.
887,3,I understand that must have been a frightening experience.
887,4,"Oh, thank goodness."
887,5,"Oh, wow."
887,6,I can't believe you'd do that.
887,7,That must have been terrifying.
887,8,"Oh, wow, that must have been incredibly frightening."
887,9,That must have been incredibly difficult.
887,10,That must have been incredibly difficult.
887,11,That must have been incredibly difficult.
887,12,I can't believe you'd even suggest that.
887,13,I understand.
888,0,It sounds like you're really fired up about this!
888,1,I can't let fear stop me.
888,2,"You're really determined, aren't you?"
888,3,"I appreciate that, thank you."
888,4,"I understand your concern, but I'm sure I can handle myself."
888,5,"I appreciate you offering, but I'm good."
888,6,"Okay, then let's get you ready."
888,7,"Good, I'm glad you're feeling confident."
888,8,"I'm saying, if you can get in close, a swift kick there will take him down."
888,9,I'm ready.
888,10,Are you ready to get back out there?
888,11,"Oh, so you want to take him out, too?"
888,12,Focus your attacks on his hip.
888,13,"Oh, wow."
888,14,"You're really fired up, aren't you?"
888,15,This is great!
888,16,Oh...
888,17,"I'm still with you, man."
888,18,"Be careful out there, man."
888,19,"I'm right behind you, buddy."
889,0,Yes?
889,1,I think I'm in trouble.
889,2,Yeah?
889,3,"Oh, wow, that must have been frustrating."
889,4,"Oh, honey, I'm so sorry, I really thought he was."
889,5,"Really! I can see why you'd think that, though."
890,0,"Hi, what's up?"
890,1,"No, he's not here right now."
890,2,"No, it's okay, I'll try again later."
890,3,"Oh, wow, I bet that's a lot to process right now."
890,4,I understand this is a shock.
891,0,That must feel amazing!
891,1,"It's such a special feeling, isn't it?"
891,2,That must feel incredible.
891,3,It must be amazing to feel that.
891,4,It must be incredible to feel that.
891,5,That must sting a little.
891,6,"Hey, how are you feeling?"
892,0,I just feel so incredibly overwhelmed right now.
892,1,"Oh, wow, that sounds stressful."
892,2,"Yeah, it's been a while since I've been employed."
892,3,"Oh, I'm sorry, I didn't realize."
892,4,"Oh wow, that's exciting!"
892,5,"Wow, that sounds like a really big deal."
892,6,"It’s a lot, I know."
892,7,That's amazing!
892,8,"That's great, but also, I'm nervous for you."
892,9,It's a new hot sauce I'm working on.
892,10,Oh no…
892,11,"Oh, man, I can only imagine how satisfying that must feel."
892,12,"Oh, wow, that's... intense."
892,13,"That sounds like a lot of work, but also kind of fun."
892,14,I can imagine you're feeling pretty excited about this.
892,15,That would be amazing.
892,16,I'm just excited for you!
893,0,"No, and it's starting to feel like it'll never happen."
893,1,"Oh wow, that sounds really frustrating."
893,2,"I know, it feels impossible sometimes."
893,3,"I'm right here with you, feeling that too."
893,4,"I'm here for you, always."
893,5,I understand.
893,6,"It's a lot to process, isn't it?"
893,7,I can't believe this is happening.
893,8,It sounds like you're feeling a bit apprehensive about this.
893,9,"You're really trying to make this work, aren't you?"
893,10,"Oh, Joe, I am so sorry."
893,11,"It's just... a lot to take in, huh?"
893,12,It would mean a lot to have someone you trust.
893,13,It's like you're saying you want someone you can trust.
893,14,I can't believe this is happening.
893,15,It really would?
893,16,I'm really glad you feel that way.
893,17,"Yeah, I think you can."
894,0,I can see you're feeling frustrated right now.
895,0,That must feel really hurtful and like they don't trust you.
895,1,"It just feels like they don’t trust me, you know?"
895,2,"I know, it’s ridiculous."
895,3,I just feel so betrayed right now.
895,4,"Oh, man, I can see how that would freak you out."
895,5,"I don't have a key anymore, remember?"
895,6,I understand how frustrating that must be.
895,7,I can see how frustrating that would be.
895,8,"I know this is frustrating, but we'll figure this out."
895,9,"I'm so sorry, I know this is frustrating."
895,10,"I know, it's frustrating when things don't go as planned."
896,0,That must be a relief.
896,1,"It's alright, it's just a bit of a bummer, you know?"
896,2,It sounds like you're trying to protect yourself.
896,3,"You're really trying to figure this out, aren't you?"
896,4,It sounds like you're really conflicted right now.
896,5,I understand.
897,0,That's wonderful to hear.
897,1,I understand how important that is.
897,2,That must be a confusing and difficult thing to witness.
897,3,"Of course, I will."
897,4,I'm glad we could agree on that.
897,5,Of course.
897,6,I can't imagine how difficult that must be.
897,7,It sounds like you're feeling conflicted.
897,8,It's hard when you disagree with someone you care about.
897,9,I hope so.
897,10,"It's hard to admit when you're wrong, isn't it?"
898,0,That's a lot of money.
898,1,"No, we're fresh out."
898,2,"Yeah, it sounds like you really went through a lot."
898,3,"Yeah, it's just... a lot to take on."
898,4,I'm just glad you're feeling good about things.
899,0,I understand.
899,1,"Oh, wow."
900,0,It's comforting to know you feel the same.
900,1,It's hard to feel that way about a place you're supposed to belong.
900,2,It sounds like you're feeling a little conflicted right now.
900,3,"I understand, it's hard to walk that back."
900,4,You're welcome.
900,5,It sounds like you're feeling a bit unsure.
900,6,I understand.
900,7,Thank you.
900,8,You're very welcome.
900,9,Oh wow!
900,10,It sounds like you're feeling a bit uncomfortable right now.
900,11,It sounds like you're feeling really uncomfortable.
900,12,I understand.
900,13,I can understand that feeling.
900,14,I understand.
900,15,I hear you.
901,0,"They look lovely, but are you feeling unsure about them?"
901,1,"Oh, I see."
901,2,It sounds like you're feeling a bit pressured to find the perfect gift.
901,3,What's wrong?
901,4,It sounds like you're feeling a bit overwhelmed.
901,5,It sounds like you want to get her something really meaningful.
901,6,"Yeah, I understand wanting to find the perfect gift."
901,7,"That sounds, uh, not very fun."
901,8,"Yeah, I can see how you'd think that."
901,9,"Okay, I understand."
901,10,It sounds like you're really feeling conflicted about this.
901,11,I’m just trying to help you find the right gift.
901,12,"You're really struggling with this, aren't you?"
901,13,I can see this is really stressing you out.
901,14,"Oh, wow, that's… a lot."
901,15,"I know, right?"
901,16,"Oh, wow."
901,17,"I know, it’s a lot to take in."
902,0,That sounds incredibly frustrating.
902,1,"I'm sorry, I didn't mean to upset you."
902,2,"Oh man, I'm so sorry, I completely spaced on the crab cakes."
902,3,"I feel... pretty lost, actually."
902,4,"I feel lost, like I'm not sure what's happening."
902,5,"I know, it's hard."
902,6,I'm so sorry you're going through this.
902,7,I don't think I can.
902,8,I just want to help you.
902,9,"Oh, honey, you sound so nervous."
902,10,"Oh, honey."
902,11,"Oh, honey."
902,12,I can't believe how much pressure you're under right now.
902,13,I'm right here with you.
902,14,You seem nervous.
902,15,"It’s okay, I got you."
902,16,"I know, it's a lot of pressure."
903,0,I understand it's hard when you feel like something might be silly.
903,1,"Oh, wow."
903,2,I can see how that might feel overwhelming.
904,0,Okay.
904,1,"Oh, that must have been frustrating."
904,2,That sounds incredibly frustrating.
904,3,That sounds terrifying.
904,4,That sounds incredibly frustrating and scary.
904,5,I can only imagine how terrifying that must have been.
904,6,That sounds incredibly frustrating and unsafe.
904,7,It's okay to feel that way; it sounds incredibly frustrating.
905,0,It's disheartening when you feel alone in your choices.
905,1,That must be so lonely.
905,2,It's hard when someone is all alone.
905,3,"I'm sorry, that must have been frustrating."
905,4,"I know, it's overwhelming."
905,5,I'm so glad we're talking about her.
905,6,I can only imagine how difficult that must be.
905,7,It's okay if you're feeling conflicted.
905,8,"It's okay, we can always turn it off."
905,9,I know it's tough.
905,10,"It's tough, huh?"
905,11,"I understand, it's complicated."
905,12,It must be tough to feel that way.
905,13,"Oh, that's so sweet."
905,14,It's exciting to see something you're so passionate about.
905,15,"Oh, that sounds mortifying."
905,16,"Oh honey, that sounds rough."
906,0,You're welcome.
906,1,That's very thoughtful of you.
906,2,"You're welcome, sweetie."
906,3,I'm so glad you're here.
906,4,"Oh no, that's a bit of a letdown, isn't it?"
906,5,"It's alright, accidents happen."
907,0,"Yes, I'm here."
907,1,"I am so sorry, I didn't realize."
907,2,"That's not okay, though."
907,3,I just don't understand why it matters so much to you.
907,4,"I'm sorry, that sounds frustrating."
907,5,I'm really scared right now.
907,6,I understand this must be a shock.
907,7,I'm really scared right now.
907,8,"I'm talking to you, you're the one I'm arresting."
907,9,"I am so sorry, I'm not going to apologize to a tree."
907,10,"I know it's frustrating, but you really should."
907,11,"I'm sorry, I just... I don't know what to say."
907,12,"It's okay, it's going to be alright."
907,13,"I know, it's a lot to take in."
908,0,"I understand, I'm here."
908,1,I understand.
908,2,I'm here.
908,3,I'm here.
908,4,"Okay, I'm coming."
908,5,"No, it's not the comet."
908,6,"Oh, that's awful."
908,7,"I’m sorry, I didn’t mean to upset you."
908,8,"I’m sorry, I didn’t mean to make you feel bad."
908,9,"It's right here, see?"
908,10,"Oh, wow."
908,11,I don't know.
908,12,You seem really worked up about something.
908,13,"I’m sorry, I didn’t mean to upset you."
908,14,I'm just trying to enjoy the comet!
908,15,"I'm sorry, I didn't mean to offend you."
908,16,You seem really upset.
909,0,I can see why you're so excited!
909,1,This is so exciting!
909,2,"It's so exciting to be here, isn't it?"
909,3,"I'm so glad you're here, Trudie!"
909,4,"It's nice to meet you, too."
909,5,"Yes, I am."
909,6,It sounds like you're feeling a bit defensive.
909,7,"Alright, I'll bite."
909,8,You seem a little on edge.
910,0,"It was awful, I played so badly."
910,1,It sounds like you're hesitant to talk about it.
910,2,That's wonderful news!
910,3,"I know, right?"
910,4,"I know, right? It seems impossible."
910,5,"I know, right?"
910,6,I can hear the excitement in your voice!
910,7,It sounds like you're really moved by what he did.
910,8,It sounds like you're really proud of how well everyone played together.
910,9,Worried?
910,10,I'm afraid to ask.
910,11,I hear what you're saying.
910,12,I guess I just worry sometimes.
910,13,I guess you're right.
910,14,"I know what you mean, though."
911,0,That sounds like such a relief!
911,1,That sounds amazing!
911,2,I understand how frustrating that must be.
911,3,"I'm sorry, that must have been frustrating."
911,4,That sounds like a lot to take in all at once.
911,5,I can see why you'd feel that way.
912,0,What's wrong?
912,1,"Oh no, that sounds terrifying!"
912,2,That sounds really uncomfortable.
912,3,I can't believe this is happening.
912,4,That sounds incredibly uncomfortable.
912,5,"Yes, I'm burning up!"
912,6,I can't believe it's just you!
912,7,"Of course, go right ahead."
913,0,I understand that it's frustrating.
913,1,Thank you.
913,2,I understand you're frustrated.
913,3,"I'm just trying to have fun, jeez."
913,4,I do.
913,5,"You're worried about him, aren't you?"
913,6,That sounds really stressful.
913,7,I don't know if I can focus on writing after this.
913,8,"Sure, I'm in, but what are you thinking?"
913,9,I'm nervous now.
913,10,"Whoa, Chandler, that sounds dangerous!"
913,11,"I hear you, safety first."
913,12,"Oh, honey, I know that feeling."
913,13,I'm not sure I do.
913,14,"Oh, honey, you're really stressing me out."
914,0,"Oh, wow, that sounds like a lot."
914,1,"It's a seriously strong cocktail, but don't worry, I'll make it how you like it!"
914,2,Sounds like a fun night.
915,0,I'm just feeling so anxious right now.
915,1,"I'm just so nervous, is all."
915,2,I'm just so ready to meet them.
915,3,"I know it's scary, but you're doing great."
915,4,"Oh, sweetie, you're in so much pain."
915,5,"Oh, sweetheart, you're in so much pain."
915,6,I'm right here with you.
915,7,"I know, it's okay, we can do this."
915,8,I understand how much you wanted them here.
915,9,"I know, it's okay."
916,0,"Okay, I'm listening."
916,1,"Okay, I understand."
916,2,I appreciate that.
916,3,"It's nice to hear that, I'm glad."
916,4,I can hear the hesitation in your voice.
916,5,I understand.
916,6,Right.
916,7,I'm... I'm not sure.
916,8,"It’s okay, we can take our time."
916,9,"I know, it's a scary one."
916,10,Oh.
916,11,"I know, it's scary to think about."
916,12,"I’m sorry, I just… I don’t know what to say."
916,13,I know this is hard.
917,0,What's on your mind?
917,1,That sounds really nice.
917,2,That sounds like a perfect way to cheer you up.
917,3,I'm so sorry to hear that.
917,4,"Wow, that's a real letdown."
917,5,I'm so glad you enjoy them.
918,0,"Okay, I'm ready."
918,1,That sounds like a really confusing situation.
918,2,"Oh, wow, that's... unexpected."
918,3,That sounds incredibly stressful.
918,4,I can see this is a really big deal for you.
918,5,I understand how much this means to you.
918,6,That's a lot to carry on your shoulders.
918,7,That sounds really rough.
918,8,It sounds like you've really struggled with this.
918,9,I understand how much this is affecting you.
918,10,I can hear your frustration.
918,11,It sounds like you're really carrying a lot right now.
918,12,It sounds like you're feeling a lot of pressure right now.
919,0,"Oh, that's such a letdown."
919,1,I guess I just got my hopes up too high.
920,0,I can only imagine how terrifying that must have been.
920,1,I can't imagine how terrifying that must feel.
920,2,I can only imagine how terrifying that must have been.
920,3,I can't imagine how terrifying that must have been.
920,4,I can see how much this means to you.
921,0,I know this must be incredibly painful to hear.
921,1,I…I don’t even know what to say.
921,2,I just… I don’t know what to say.
921,3,I can’t believe this is happening.
921,4,I understand.
921,5,I just need some time to process this.
921,6,I don't want to lose you either.
921,7,I understand that this is really upsetting.
921,8,I understand how painful this must be.
921,9,I'm so sorry.
921,10,I'm so sorry.
922,0,Hey there.
922,1,What's up?
922,2,"No, not really."
922,3,"Oh no, that sounds really frustrating."
922,4,I'm sorry you're feeling so frustrated.
922,5,"I'm sorry, I don't understand."
922,6,"Oh, I am so sorry."
922,7,Okay.
922,8,That sounds like a lot to ask.
923,0,"Okay, I hear you."
923,1,I'm so sorry to hear that.
923,2,"It's a lot to process, isn't it?"
923,3,I understand it feels like a lot right now.
923,4,"I’m scared, too."
923,5,"Oh no, that's a real wrench in the works."
923,6,"I'm so sorry, that's awful timing."
923,7,"Oh, honey, I am so sorry."
923,8,"Not any of those, and I'm not sure how I feel about this."
923,9,"Oh, wow, that's a lot to process."
923,10,Next week.
923,11,"Oh, wow, that's a lot to process."
923,12,"I am so sorry, that must be so hard to deal with right now."
923,13,That’s so soon!
924,0,I can see how excited you are!
924,1,I'm so nervous; I don't know if I can.
924,2,"Okay, I understand you're feeling a little hesitant now."
924,3,"Okay, I understand."
924,4,"That's a clever plan, but are you feeling a little nervous?"
924,5,"I understand, it's tough to trust people after being hurt."
924,6,"I know, it's so frustrating when that happens."
925,0,Hey.
925,1,"Thank you, Chandler, that's very kind of you."
925,2,"Oh dear, I hope everything is alright."
925,3,"Oh dear, I hope everything is alright."
925,4,I understand this must be frustrating.
925,5,I understand that this is upsetting.
925,6,I understand that you're concerned about being blamed.
925,7,I understand how frustrating that must be.
925,8,I believe you.
926,0,That sounds like a fun idea!
926,1,He said it would be a waste of money.
926,2,That must be frustrating.
